,SYSTEM,CATG_MGT_PNL,ACCT_CATG,CUST_NAME,ACCT_NAME,ACCT_NO,CONT_NO,LINE_NO,GN,CN,BUSI_CODE,CONTRACT_ADDR1,CONTRACT_ADDR2,CONTRACT_ADDR3,CONTRACT_ADDR4,BUILDING_ID,INST_ADDR_FLAT,INST_ADDR_FLOR,ADDRESS,INST_ADD1,INST_ADD2,INST_ADD3,INST_ADD4
324478,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555106,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
338735,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25556185,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
340180,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25550695,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
347062,ONOP,,IC,FORTRESS,FORTRESS,171,1,25555184,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
354023,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,28865133,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
361866,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,20,31523115,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00005786,SHOP 287A,2,SHUN TAK CTR WEST TOWER SHUN TAK CTR SHEUNG WAN HK,SHOP 287A 2/F,SHUN TAK CTR WEST TOWER,SHUN TAK CTR,SHEUNG WAN HK
382116,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,12,25583368,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00013549,SHOP 306-7,3,NEW JADE SHOPPING ARCADE NEW JADE GDN CHAI WAN HK,SHOP 306-7 3/F,NEW JADE SHOPPING ARCADE,NEW JADE GDN,CHAI WAN HK
383596,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555110,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
387434,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25540328,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CENTRE,23 HIP HING ST,WONG CHUK HANG
400600,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,2,25791922,GN00412,CN00000171,VOICE,1/F,CAVENDISH CTR,23 YIP HING ST,"WONG CHUK HANG,HK",00008112,FLAT E,LG,TAI PING MARKET PH  1046-1056  QUARRY BAY HK,FLAT E LG/F,YICK CHEONG BLDG,1046 KING'S RD,QUARRY BAY HK
413657,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25547594,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,"CAVENDISH CENTRE,","23 YIP HING ST.,",Wong Chuk Hang HK
413772,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,23114040,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
420411,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,7,35250113,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,21100104,SHOP 109,1,SHOPPING MALL (1-2/F) THE VICTORIA TOWERS TSIM SHA TSUI KLN,SHOP 109 1/F,SHOPPING MALL,THE VICTORIA,TSIM SHA TSUI KLN
427871,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,7,25629363,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00100010,FLAT 16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,FLAT 16-17 B/F,SHOPPING ARC PROVIDENT CTR,WHARF RD,NORTH POINT HK
439982,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,28669283,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
449180,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,2,31604169,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003439,SHOP 419-423,L4,LANDMARK NORTH SHEK WU HUI 39 LUNG SUM AVE SHEUNG SHUI NT,SHOP 419-423 L4/F,LANDMARK NORTH SHEK WU HUI,39 LUNG SUM AVE,SHEUNG SHUI NT
452879,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,11,31523065,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00014561,SHOP 543-545,L5,METRO PLZ COMM CTR 223 HING FONG RD KWAI CHUNG NT,SHOP 543-545 L5/F,METRO PLZ COMM CTR,223 HING FONG RD,KWAI CHUNG NT
457570,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25546951,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,"CAVENDISH CENTRE,","23 YIP HING ST.,",Wong Chuk Hang HK
457571,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555105,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
459833,ONOP,,IC,FORTRESS,FORTRESS,171,1,81217359,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
466549,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,23111966,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
475178,ONOP,BDEL,IC,FORTRESS,OBSO10177137,10177137,2,21868352,GN00412,CN00000171,VOICE,OBSO10177137,OBSO10177137,OBSO10177137,OBSO10177137,00001089,,3,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,3/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
475280,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,7,35250114,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,21100104,SHOP 109,1,SHOPPING MALL (1-2/F) THE VICTORIA TOWERS TSIM SHA TSUI KLN,SHOP 109 1/F,SHOPPING MALL,THE VICTORIA,TSIM SHA TSUI KLN
494256,ONOP,BDEL,IC,FORTRESS,FORTRESS,10470748,1,21231142,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090486,SHOP139-141,.,+WOO KINGSWOOD VILLAS TIN SHUI WAI NT,SHOP 139-141 /F,KINGSWOOD GINZA SHOP ARCADE PH 1,KINGSWOOD VILLAS,TIN SHUI WAI NT
495219,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,1,31508475,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00003164,SHOP S32-38,2,KORNHILL PLAZA N KORNHILL QUARRY BAY HK,SHOP S32-38 2/F,KORNHILL PLAZA N,1 KORNHILL RD,QUARRY BAY HK
497495,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555115,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
507135,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31651254,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00002072,SHOP NO.1-6,G,HOLLYWOOD PLAZA 610 NATHAN RD MONG KOK KLN,SHOP NO.1-6 G/F,HOLLYWOOD PLAZA,610 NATHAN RD,MONG KOK KLN
513626,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555112,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
530308,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,2,31562947,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003439,SHOP 419-423,L4,LANDMARK NORTH SHEK WU HUI 39 LUNG SUM AVE SHEUNG SHUI NT,SHOP 419-423 L4/F,LANDMARK NORTH SHEK WU HUI,39 LUNG SUM AVE,SHEUNG SHUI NT
530939,ONOP,,IC,FORTRESS,FORTRESS,171,1,81218154,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
536939,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,2,31628751,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019382,,3,CAPITOL CTR 5-19 JARDINE'S BAZAAR CAUSEWAY BAY HK,3/F,CAPITOL CTR,5-19 JARDINE'S BAZAAR,CAUSEWAY BAY HK
538815,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,25,39070414,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00007563,SHOP 316 & 317C,L3,WINDSOR HSE 311 GLOUCESTER RD CAUSEWAY BAY HK,SHOP 316 & 317C L3/F,WINDSOR HSE,311 GLOUCESTER RD,CAUSEWAY BAY HK
538872,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,23,36950195,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,32430103,SHOP G25-33 &35,G,"CITYWALK 2,THE DYNASTY 18 YEUNG UK RD TSUEN WAN NT",SHOP G25-33 &35 G/F,"CITYWALK 2,THE DYNASTY",18 YEUNG UK RD,TSUEN WAN NT
541542,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,18,31631930,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00010639,SHOP 202-207,L2,BLOCK 3 LUNG WAN ST 8 METROPOLIS PLZ SHEUNG SHUI NT,SHOP 202-207 L2/F BLOCK 3,,METROPOLIS PLAZA,SHEUNG SHUI NT
548054,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867212,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,3/F,SHOP 305-306  MARITINE SQUARE,TSING KING RD,Tsing Yi NT
553275,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555717,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
553276,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555777,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
555452,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,21857273,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00007462,,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
558545,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,23118817,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,1,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,1/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
561723,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,7,35250294,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,21100104,SHOP 109,1,SHOPPING MALL (1-2/F) THE VICTORIA TOWERS TSIM SHA TSUI KLN,SHOP 109 1/F,SHOPPING MALL,THE VICTORIA,TSIM SHA TSUI KLN
566608,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,23,36950191,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,32430006,SHOP G66 & G80,G,CITYWALK 1 1 YEUNG UK RD TSUEN WAN NT,SHOP G66 & G80 G/F,CITYWALK 1,1 YEUNG UK RD,TSUEN WAN NT
578710,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31651249,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00002072,SHOP NO.G7-G12,G,HOLLYWOOD PLAZA 610 NATHAN RD MONG KOK KLN,SHOP NO.G7-G12 G/F,HOLLYWOOD PLAZA,610 NATHAN RD,MONG KOK KLN
581465,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215168,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
583746,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555703,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
583747,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555708,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
584277,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,18,39043977,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
584473,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,22,39043975,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1-5 WO LIU HANG ROAD,FOTAN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
589580,ONOP,,IC,FORTRESS,FORTRESS,171,1,81210965,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
593927,ONOP,IDAP/IDAM,IC,FORTRESS,FORTRESS,171,1,25555300,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,32000902,FLAT 512-516,5,HUTCHISON LOGISTICS CENTRE CONTAINER PORT RD S KWAI CHUNG NT,FLAT 512-516 5/F,HUTCHISON LOGISTICS CENTRE,CONTAINER PORT RD S,KWAI CHUNG NT
600160,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,23112318,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
607177,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,20,31523113,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00005786,SHOP 287A,2,SHUN TAK CTR WEST TOWER SHUN TAK CTR SHEUNG WAN HK,SHOP 287A 2/F,SHUN TAK CTR WEST TOWER,SHUN TAK CTR,SHEUNG WAN HK
613446,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,28865959,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
613889,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,5,21218769,GN00412,CN00000171,VOICE,AS WATSON GROUP (HK) LTD,1ST FLOOR CAVENDISH CENTRE,23 YIP HING ST,WONG CHUK HANG,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
615693,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,5,27504760,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00090390,FLAT 55,1,AMOY PLAZA 77 NGAU TAU KOK RD NGAU TAU KOK KLN,FLAT 55 1/F,AMOY PLAZA PH 1,,NGAU TAU KOK KLN
616256,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,10,26338175,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003844,SHOP 364,3,MA ON SHAN PLAZA BAYSHORE TOWERS MA ON SHAN NT,SHOP 364 3/F,MA ON SHAN PLAZA,BAYSHORE TOWERS,MA ON SHAN NT
619218,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,28,35216504,GN00412,CN00000171,VOICE,7/F,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00100157,,B2,CHEUNG KONG CTR 2 QUEEN'S RD C CENTRAL DISTRICT HK,B2/F,CHEUNG KONG CTR,2 QUEEN'S RD C,CENTRAL DISTRICT HK
622129,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP",452394,17,35200547,GN00412,CN00000171,VOICE,"6/F,","WATSON HOUSE,",1-5 WO LIU HANG RD,FOTAN,52703101,SHOP 146-49&161,1,YUEN LONG PLZ 249-251 CASTLE PEAK RD - YL YUEN LONG NT,SHOP 146-49&161 1/F,YUEN LONG PLAZA,249-251 CASTLE PEAK RD - YL,YUEN LONG NT
627224,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215758,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
632559,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,10,35425914,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00101018,SHOP G031-033,G,TUEN MUN TOWN PLZ COMM CTR TUEN MUN TOWN PLZ TUEN MUN NT,SHOP G031-033 G/F,TUEN MUN TOWN PLZ COMM CTR PH 1,TUEN MUN TOWN PLAZA,TUEN MUN NT
645784,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,8,35425274,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,29515101,SHOP L5-X,L5,APM /THE BANK OF E ASIA TOWER MILLENNIUM CITY 5 KWUN TONG KLN,SHOP L5-X L5/F,APM /THE BANK OF E ASIA TOWER,MILLENNIUM CITY 5,KWUN TONG KLN
646618,ONOP,,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,16,29221458,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,,,,,,,,
655338,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,2,31623467,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019382,,3,CAPITOL CTR 5-19 JARDINE'S BAZAAR CAUSEWAY BAY HK,3/F,CAPITOL CTR,5-19 JARDINE'S BAZAAR,CAUSEWAY BAY HK
657029,ONOP,,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,11005359,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,,,,,,,,
657030,ONOP,,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,16,21074130,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,,,,,,,,
676755,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215777,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
695591,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,10,26407128,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003844,SHOP 364,3,MA ON SHAN PLAZA BAYSHORE TOWERS MA ON SHAN NT,SHOP 364 3/F,MA ON SHAN PLAZA,BAYSHORE TOWERS,MA ON SHAN NT
701331,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,29070231,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
709471,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,24,35498922,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,21406201,SHOP NO.B107,B1,THE MASTERPIECE / K11 HANOI RD TSIM SHA TSUI KLN,SHOP NO.B107 B1/F,K11 & KIL 9805 DEP. HOTEL,HANOI RD,TSIM SHA TSUI KLN
713750,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,28662491,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000037,TOWER 1,2,TOWER 1 / 2 COMM COMPLEX ADMIRALTY CTR 18 HARCOURT RD CENTRAL DISTRICT HK,TOWER 1 2/F,COMM COMPLEX ADMIRALTY CTR,18 HARCOURT RD,CENTRAL DISTRICT HK
718744,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,11,31549369,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00014561,SHOP 543-545,L5,METRO PLZ COMM CTR 223 HING FONG RD KWAI CHUNG NT,SHOP 543-545 L5/F,METRO PLZ COMM CTR,223 HING FONG RD,KWAI CHUNG NT
